epoch,actor_lr,time_elapsed,rollout/return,critic_lr,total_rollout_steps,rollout/ep_steps
224,0.0001,294.46000146865845,-306.67003421824745,0.0001,45000,200.0,,,,,,5.095879,7.3326387
225,0.0001,295.8975224494934,-312.2053078932129,0.0001,45200,200.0,,,,,,5.0051684,7.502134
226,0.0001,296.8140892982483,-306.50810390206243,0.0001,45400,200.0,,,,,,5.117224,7.2432942
227,0.0001,297.76112723350525,-311.15240404776563,0.0001,45600,200.0,,,,,,5.1691256,7.188714
228,0.0001,298.70318031311035,-313.49541776874537,0.0001,45800,200.0,,,,,,5.2109356,7.308418
229,0.0001,299.64955496788025,-307.0140772342218,0.0001,46000,200.0,,,,,,5.197128,7.5505815
230,0.0001,300.6392364501953,-308.13568120318985,0.0001,46200,200.0,,,,,,5.1213613,7.700786
231,0.0001,302.0217053890228,-312.1989889646625,0.0001,46400,200.0,,,,,,5.1140285,7.546753
232,0.0001,302.9559061527252,-307.4992390166493,0.0001,46600,200.0,,,,,,5.1659474,7.5228953
233,0.0001,303.89772033691406,-309.15783953055984,0.0001,46800,200.0,,,,,,5.1572185,7.616554
234,0.0001,304.84851837158203,-310.7173354084892,0.0001,47000,200.0,,,,,,5.1662774,7.5630674
235,0.0001,305.79181122779846,-308.49469283498865,0.0001,47200,200.0,,,,,,5.1442857,7.4921174
236,0.0001,307.1677179336548,-308.25616977907026,0.0001,47400,200.0,,,,,,5.1540394,7.535822
237,0.0001,308.5407044887543,-310.2173714953361,0.0001,47600,200.0,,,,,,5.243731,7.5038066
238,0.0001,309.5684516429901,-307.44969006182396,0.0001,47800,200.0,,,,,,5.2436914,7.4824114
239,0.0001,310.5153617858887,-306.7455194086154,0.0001,48000,200.0,,,,,,5.2613716,7.487496
240,0.0001,311.4492642879486,-308.38516041089116,0.0001,48200,200.0,,,,,,5.281041,7.556144
241,0.0001,312.5513198375702,-307.3893995410404,0.0001,48400,200.0,,,,,,5.2518177,7.5983696
242,0.0001,313.49987030029297,-312.8597341611302,0.0001,48600,200.0,,,,,,5.3514805,7.431767
243,0.0001,314.8763213157654,-306.5520695747252,0.0001,48800,200.0,,,,,,5.3348956,7.652387
244,0.0001,315.8190162181854,-308.5992128010072,0.0001,49000,200.0,,,,,,5.3257613,7.7403803
245,0.0001,317.1910424232483,-312.2294297317088,0.0001,49200,200.0,,,,,,5.2995467,7.708263
246,0.0001,318.12399411201477,-310.57783477755015,0.0001,49400,200.0,,,,,,5.4176545,7.4799385
247,0.0001,319.06961393356323,-310.14223492777614,0.0001,49600,200.0,,,,,,5.3185816,7.8489842
248,0.0001,320.0554723739624,-308.5599104594846,0.0001,49800,200.0,,,,,,5.293581,7.6570454
249,0.0001,321.4332084655762,-310.8224631442354,0.0001,50000,200.0,,,,,,5.310772,7.5538387
250,0.0001,322.368705034256,-311.15155100906435,0.0001,50200,200.0,,,,,,5.345236,7.627745
251,0.0001,323.3043603897095,-310.5012272032379,0.0001,50400,200.0,,,,,,5.3526154,7.730865
252,0.0001,324.23820781707764,-308.36758229141003,0.0001,50600,200.0,,,,,,5.293778,7.6526623
253,0.0001,325.15993070602417,-308.90622561619733,0.0001,50800,200.0,,,,,,5.3069897,7.671393
254,0.0001,326.10027980804443,-307.37310678860837,0.0001,51000,200.0,,,,,,5.2455745,7.7642174
255,0.0001,327.0294988155365,-312.0180676500019,0.0001,51200,200.0,,,,,,5.3088636,7.572817
256,0.0001,328.0233795642853,-295.3924711142311,0.0001,51400,200.0,,,,,,5.267581,7.6027656
257,0.0001,328.9814908504486,-310.95716259428457,0.0001,51600,200.0,,,,,,5.277538,7.697782
258,0.0001,329.92787861824036,-308.8318994847057,0.0001,51800,200.0,,,,,,5.2362537,7.6114
259,0.0001,330.85784244537354,-307.5471834408461,0.0001,52000,200.0,,,,,,5.2635455,7.5792913
260,0.0001,331.79853200912476,-304.4359013013858,0.0001,52200,200.0,,,,,,5.3002367,7.5273395
261,0.0001,332.74158930778503,-310.49726354932653,0.0001,52400,200.0,,,,,,5.27742,7.5904956
262,0.0001,333.7590594291687,-310.80003511479885,0.0001,52600,200.0,,,,,,5.2643805,7.6278973
263,0.0001,334.69406962394714,-310.7751343456852,0.0001,52800,200.0,,,,,,5.2744884,7.4238133
264,0.0001,335.62810158729553,-305.3318245042609,0.0001,53000,200.0,,,,,,5.30551,7.4709563
265,0.0001,336.58062839508057,-309.55430643709224,0.0001,53200,200.0,,,,,,5.260984,7.57029
266,0.0001,337.51986050605774,-297.2415776160387,0.0001,53400,200.0,,,,,,5.2838984,7.4942226
267,0.0001,338.4480838775635,-309.10453851298143,0.0001,53600,200.0,,,,,,5.28976,7.481916
268,0.0001,339.39256262779236,-307.651062022338,0.0001,53800,200.0,,,,,,5.3902607,7.4266973
269,0.0001,340.3844838142395,-310.8614401226388,0.0001,54000,200.0,,,,,,5.319679,7.6423674
270,0.0001,341.3286044597626,-309.83057719748194,0.0001,54200,200.0,,,,,,5.3581824,7.57062
271,0.0001,342.26323676109314,-307.7100096558284,0.0001,54400,200.0,,,,,,5.369488,7.6108623
272,0.0001,343.2021701335907,-309.3104591636789,0.0001,54600,200.0,,,,,,5.331861,7.617016
273,0.0001,344.1353380680084,-307.55159693695987,0.0001,54800,200.0,,,,,,5.2602186,7.7085176
274,0.0001,345.0840263366699,-306.42442272190635,0.0001,55000,200.0,,,,,,5.3088746,7.4904237
275,0.0001,346.08338713645935,-306.9071746195804,0.0001,55200,200.0,,,,,,5.3280554,7.525788
276,0.0001,347.4618570804596,-311.39955285209544,0.0001,55400,200.0,,,,,,5.3713756,7.593177
277,0.0001,348.40833353996277,-310.85925236211955,0.0001,55600,200.0,,,,,,5.386195,7.6184087
278,0.0001,349.33383679389954,-304.7661014798122,0.0001,55800,200.0,,,,,,5.3433313,7.678807
279,0.0001,350.2731423377991,-306.5479684365536,0.0001,56000,200.0,,,,,,5.337706,7.6186724
280,0.0001,351.6990306377411,-308.2438156052062,0.0001,56200,200.0,,,,,,5.3833375,7.592584
281,0.0001,352.6365394592285,-300.6161843059843,0.0001,56400,200.0,,,,,,5.4046307,7.7096868
282,0.0001,353.56239223480225,-308.8772020389309,0.0001,56600,200.0,,,,,,5.3898096,7.701617
283,0.0001,354.4939248561859,-308.2196565591892,0.0001,56800,200.0,,,,,,5.3851037,7.7172866
284,0.0001,355.90747594833374,-308.0998902522827,0.0001,57000,200.0,,,,,,5.3423533,7.704889
285,0.0001,356.861341714859,-309.2564034075701,0.0001,57200,200.0,,,,,,5.360509,7.6386356
286,0.0001,357.7980046272278,-294.84252428114036,0.0001,57400,200.0,,,,,,5.39948,7.544638
287,0.0001,359.14332842826843,-295.9523035566114,0.0001,57600,200.0,,,,,,5.3451185,7.792442
288,0.0001,360.4888083934784,-307.0300294454239,0.0001,57800,200.0,,,,,,5.436423,7.580894
289,0.0001,361.4200246334076,-306.71075661671085,0.0001,58000,200.0,,,,,,5.4180365,7.7531657
290,0.0001,362.3612093925476,-308.8792152697335,0.0001,58200,200.0,,,,,,5.409057,7.714621
291,0.0001,363.30300521850586,-306.3946337028109,0.0001,58400,200.0,,,,,,5.4312415,7.600448
292,0.0001,364.2188136577606,-311.3331156573579,0.0001,58600,200.0,,,,,,5.4246254,7.583511
293,0.0001,365.1275677680969,-303.84586834431644,0.0001,58800,200.0,,,,,,5.396879,7.7396064
294,0.0001,366.11529183387756,-300.36704791428093,0.0001,59000,200.0,,,,,,5.431983,7.6999016
295,0.0001,367.0623652935028,-310.5497070148502,0.0001,59200,200.0,,,,,,5.4348083,7.7862797
296,0.0001,367.99690556526184,-306.42499285551276,0.0001,59400,200.0,,,,,,5.40169,7.75215
297,0.0001,369.3700306415558,-309.35912014520096,0.0001,59600,200.0,,,,,,5.3531165,7.7445893
298,0.0001,370.3021595478058,-307.3770818999418,0.0001,59800,200.0,,,,,,5.3775463,7.6670814
299,0.0001,371.2418222427368,-309.37712670920115,0.0001,60000,200.0,,,,,,5.358423,7.570958
300,0.0001,372.18993735313416,-307.8840229989548,0.0001,60200,200.0,,,,,,5.40933,7.603961
301,0.0001,373.16584515571594,-304.95934480115693,0.0001,60400,200.0,,,,,,5.466221,7.578277
302,0.0001,374.12598299980164,-310.9355408039515,0.0001,60600,200.0,,,,,,5.4113445,7.6605625
303,0.0001,375.0587110519409,-309.2752710580512,0.0001,60800,200.0,,,,,,5.3582597,7.775502
304,0.0001,376.0124433040619,-308.2777144679823,0.0001,61000,200.0,,,,,,5.3938336,7.626892
305,0.0001,376.96229672431946,-302.5905383977525,0.0001,61200,200.0,,,,,,5.4330688,7.588318
306,0.0001,377.90065741539,-308.56586225566485,0.0001,61400,200.0,,,,,,5.454258,7.6635456
307,0.0001,378.9077572822571,-307.0377152848256,0.0001,61600,200.0,,,,,,5.499873,7.696572
308,0.0001,379.84592866897583,-305.95601273165903,0.0001,61800,200.0,,,,,,5.4464936,7.8385687
309,0.0001,380.7888617515564,-304.7461033703889,0.0001,62000,200.0,,,,,,5.393918,7.806335
310,0.0001,381.7366442680359,-308.6131857112717,0.0001,62200,200.0,,,,,,5.4055486,7.6725197
311,0.0001,382.66896748542786,-306.0057800260633,0.0001,62400,200.0,,,,,,5.4200225,7.739968
312,0.0001,383.6453583240509,-307.36273038965743,0.0001,62600,200.0,,,,,,5.487324,7.540456
313,0.0001,384.58019971847534,-295.41971014271644,0.0001,62800,200.0,,,,,,5.4752703,7.6407747
314,0.0001,385.9313941001892,-299.07309967808055,0.0001,63000,200.0,,,,,,5.373706,7.9736004
315,0.0001,386.8662121295929,-304.47645246597205,0.0001,63200,200.0,,,,,,5.488928,7.649539
316,0.0001,387.8126628398895,-307.7055358505436,0.0001,63400,200.0,,,,,,5.4674754,7.6322784
317,0.0001,388.78750348091125,-306.27604171097937,0.0001,63600,200.0,,,,,,5.421213,7.760402
318,0.0001,389.7423861026764,-299.45220405653856,0.0001,63800,200.0,,,,,,5.423273,7.763711
319,0.0001,390.67489671707153,-306.36606420056586,0.0001,64000,200.0,,,,,,5.334533,7.875582
320,0.0001,391.62100291252136,-305.608417822173,0.0001,64200,200.0,,,,,,5.3689904,7.5502806
321,0.0001,392.5607850551605,-305.5694719596775,0.0001,64400,200.0,,,,,,5.40853,7.4514656
322,0.0001,393.49864888191223,-304.567780691503,0.0001,64600,200.0,,,,,,5.4688444,7.5017147
323,0.0001,394.4913589954376,-304.4116321530279,0.0001,64800,200.0,,,,,,5.4169745,7.7277617
324,0.0001,395.4217278957367,-303.9315093842744,0.0001,65000,200.0,,,,,,5.4920106,7.762264
325,0.0001,396.3589448928833,-305.3271051649811,0.0001,65200,200.0,,,,,,5.4470167,7.713039
326,0.0001,397.73335313796997,-307.9578862731305,0.0001,65400,200.0,,,,,,5.423943,7.561101
327,0.0001,399.10653948783875,-307.22654290644033,0.0001,65600,200.0,,,,,,5.41609,7.6392198
328,0.0001,400.0433096885681,-309.6233472653166,0.0001,65800,200.0,,,,,,5.3571978,7.563623
329,0.0001,400.97882413864136,-303.4348826365085,0.0001,66000,200.0,,,,,,5.3975887,7.6211033
330,0.0001,401.92164373397827,-304.7133761078566,0.0001,66200,200.0,,,,,,5.4288917,7.5772185
331,0.0001,402.84842562675476,-306.4136761692228,0.0001,66400,200.0,,,,,,5.3740025,7.6929765
332,0.0001,404.2177188396454,-306.37835427217976,0.0001,66600,200.0,,,,,,5.37502,7.527923
333,0.0001,406.1870527267456,-298.54004166594007,0.0001,66800,200.0,,,,,,5.3374977,7.6761565
334,0.0001,407.12839913368225,-302.56477590656004,0.0001,67000,200.0,,,,,,5.3446712,7.551797
335,0.0001,408.06051993370056,-302.27923261378305,0.0001,67200,200.0,,,,,,5.4010315,7.5255904
336,0.0001,408.9811599254608,-303.2993229408372,0.0001,67400,200.0,,,,,,5.411798,7.445001
337,0.0001,409.9700264930725,-307.36904703111963,0.0001,67600,200.0,,,,,,5.4513216,7.5693736
338,0.0001,410.9244005680084,-305.2089885972556,0.0001,67800,200.0,,,,,,5.427154,7.644776
339,0.0001,411.8761041164398,-301.01595366457946,0.0001,68000,200.0,,,,,,5.421145,7.692494
340,0.0001,412.81848907470703,-299.3931583220404,0.0001,68200,200.0,,,,,,5.3962536,7.8318715
341,0.0001,413.7558560371399,-307.5107152509182,0.0001,68400,200.0,,,,,,5.413,7.4805493
342,0.0001,414.70329761505127,-309.3476183408389,0.0001,68600,200.0,,,,,,5.418054,7.686949
343,0.0001,415.65109038352966,-305.7051633308428,0.0001,68800,200.0,,,,,,5.4984727,7.5169196
344,0.0001,416.58928537368774,-304.0923066430323,0.0001,69000,200.0,,,,,,5.4951506,7.735899
345,0.0001,417.51248502731323,-302.7155357172997,0.0001,69200,200.0,,,,,,5.494579,7.6532784
346,0.0001,418.454304933548,-301.8285799446605,0.0001,69400,200.0,,,,,,5.5302906,7.755622
347,0.0001,419.470596075058,-303.8639109312518,0.0001,69600,200.0,,,,,,5.4808235,7.809398
348,0.0001,420.41658425331116,-299.90836710705105,0.0001,69800,200.0,,,,,,5.497582,7.7636285
349,0.0001,421.355135679245,-302.37195779309957,0.0001,70000,200.0,,,,,,5.4782343,7.848762
350,0.0001,422.2995104789734,-303.4109409926695,0.0001,70200,200.0,,,,,,5.5143166,7.517337
351,0.0001,423.241685628891,-298.2095504460283,0.0001,70400,200.0,,,,,,5.441753,7.773756
352,0.0001,424.1778199672699,-300.9524372864059,0.0001,70600,200.0,,,,,,5.4594154,7.734491
353,0.0001,425.1956353187561,-307.44839088394167,0.0001,70800,200.0,,,,,,5.489622,7.7738676
354,0.0001,426.1291480064392,-310.0772919152519,0.0001,71000,200.0,,,,,,5.4852996,7.696141
355,0.0001,427.0704011917114,-304.2209307947339,0.0001,71200,200.0,,,,,,5.4718566,7.7973943
356,0.0001,427.98791909217834,-293.09574805512165,0.0001,71400,200.0,,,,,,5.426203,7.770102
357,0.0001,428.93768095970154,-308.49317076369255,0.0001,71600,200.0,,,,,,5.3820066,7.8230214
358,0.0001,429.88653469085693,-307.7275669587555,0.0001,71800,200.0,,,,,,5.4866014,7.6577144
359,0.0001,430.8268482685089,-307.08506462405336,0.0001,72000,200.0,,,,,,5.4367323,7.48039
360,0.0001,431.81221866607666,-294.9500066492708,0.0001,72200,200.0,,,,,,5.4157915,7.8262315
361,0.0001,433.1843626499176,-302.99958323082234,0.0001,72400,200.0,,,,,,5.448944,7.5448494
362,0.0001,434.14567041397095,-304.03951101328494,0.0001,72600,200.0,,,,,,5.362642,7.6436186
363,0.0001,435.09046506881714,-305.9388570792661,0.0001,72800,200.0,,,,,,5.4124956,7.533572
364,0.0001,436.0314452648163,-306.5916066926516,0.0001,73000,200.0,,,,,,5.4471517,7.5050645
365,0.0001,436.98748755455017,-307.5642498303393,0.0001,73200,200.0,,,,,,5.4553795,7.6980314
366,0.0001,437.93756580352783,-302.6917659837077,0.0001,73400,200.0,,,,,,5.372084,7.7655544
367,0.0001,438.88247203826904,-305.27725045908943,0.0001,73600,200.0,,,,,,5.4461627,7.507388
368,0.0001,440.31816029548645,-308.14514673279683,0.0001,73800,200.0,,,,,,5.4633045,7.4277897
369,0.0001,441.25479555130005,-305.8853992630117,0.0001,74000,200.0,,,,,,5.434204,7.6256576
370,0.0001,442.19409465789795,-307.3724956147506,0.0001,74200,200.0,,,,,,5.442062,7.629883
371,0.0001,443.14086866378784,-303.5968046414193,0.0001,74400,200.0,,,,,,5.4372005,7.55653
372,0.0001,444.085590839386,-298.76037344911225,0.0001,74600,200.0,,,,,,5.4502316,7.6503444
373,0.0001,445.02417182922363,-307.77405164456394,0.0001,74800,200.0,,,,,,5.426723,7.663044
374,0.0001,445.97213768959045,-307.9713167562558,0.0001,75000,200.0,,,,,,5.4906707,7.3971386
375,0.0001,447.3976984024048,-309.31195867569795,0.0001,75200,200.0,,,,,,5.4913163,7.604908
376,0.0001,448.33897590637207,-308.72107335372357,0.0001,75400,200.0,,,,,,5.5086565,7.6869965
377,0.0001,449.2786560058594,-308.791816102294,0.0001,75600,200.0,,,,,,5.5139685,7.65782
378,0.0001,450.2167935371399,-309.2044201321304,0.0001,75800,200.0,,,,,,5.4932985,7.7109356
379,0.0001,451.15469789505005,-312.1961088421853,0.0001,76000,200.0,,,,,,5.5161457,7.682402
380,0.0001,452.1127495765686,-308.7268704560426,0.0001,76200,200.0,,,,,,5.54961,7.833525
381,0.0001,453.0578763484955,-309.2430513933101,0.0001,76400,200.0,,,,,,5.50896,7.5961623
382,0.0001,453.9964768886566,-303.3780626775523,0.0001,76600,200.0,,,,,,5.466533,7.7865715
383,0.0001,454.99618196487427,-298.3394532665826,0.0001,76800,200.0,,,,,,5.475063,7.6906066
384,0.0001,455.93848729133606,-301.62402008072445,0.0001,77000,200.0,,,,,,5.5358257,7.731795
385,0.0001,456.88150000572205,-304.4372893761434,0.0001,77200,200.0,,,,,,5.4782147,7.664858
386,0.0001,457.8355305194855,-307.2729629940994,0.0001,77400,200.0,,,,,,5.4928956,7.787865
387,0.0001,458.77399468421936,-298.84407188835854,0.0001,77600,200.0,,,,,,5.41273,7.834202
388,0.0001,459.7474367618561,-301.5152922878085,0.0001,77800,200.0,,,,,,5.4345317,7.631711
389,0.0001,461.15474367141724,-298.071191446911,0.0001,78000,200.0,,,,,,5.4666514,7.795452
390,0.0001,462.0896165370941,-301.96588384389815,0.0001,78200,200.0,,,,,,5.464067,7.570772
391,0.0001,463.04512906074524,-293.15095942764106,0.0001,78400,200.0,,,,,,5.5276546,7.653129
392,0.0001,463.9885952472687,-301.5694347900065,0.0001,78600,200.0,,,,,,5.5321875,7.6818957
393,0.0001,464.9586081504822,-305.59356005812185,0.0001,78800,200.0,,,,,,5.497162,7.788066
394,0.0001,466.3548572063446,-306.23910208751295,0.0001,79000,200.0,,,,,,5.510648,7.6870985
395,0.0001,467.8664379119873,-306.2867595890943,0.0001,79200,200.0,,,,,,5.524103,7.739725
396,0.0001,468.85113978385925,-300.7999742359987,0.0001,79400,200.0,,,,,,5.545241,7.6544414
397,0.0001,469.88437938690186,-305.67937370283084,0.0001,79600,200.0,,,,,,5.5253468,7.7651296
398,0.0001,470.8300447463989,-304.57642300774273,0.0001,79800,200.0,,,,,,5.4987187,7.673704
399,0.0001,471.7769708633423,-302.98529683513027,0.0001,80000,200.0,,,,,,5.5446672,7.7966266
400,0.0001,472.7247140407562,-306.8384479835439,0.0001,80200,200.0,,,,,,5.5265546,7.625058
400,,,,,,,,,0.9048115082192911,0.878804202052601,80200,,
401,0.0001,480.3587820529938,-305.73221484119637,0.0001,80400,200.0,,,,,,5.4973583,7.7797046
402,0.0001,481.39947485923767,-302.06096134740847,0.0001,80600,200.0,,,,,,5.48764,7.740745
403,0.0001,482.4267258644104,-307.0988255181521,0.0001,80800,200.0,,,,,,5.4818506,7.6021595
404,0.0001,483.85275387763977,-298.8777413204071,0.0001,81000,200.0,,,,,,5.5284495,7.7587795
405,0.0001,484.82069396972656,-307.10082561290096,0.0001,81200,200.0,,,,,,5.541539,7.782423
406,0.0001,485.7535376548767,-302.5933668034377,0.0001,81400,200.0,,,,,,5.5803294,7.7953033
407,0.0001,486.7628433704376,-297.4880717083916,0.0001,81600,200.0,,,,,,5.546947,7.716861
408,0.0001,487.69911432266235,-304.23088121049074,0.0001,81800,200.0,,,,,,5.523894,7.900108
409,0.0001,488.6408631801605,-305.4287839596471,0.0001,82000,200.0,,,,,,5.511742,7.7161994
410,0.0001,489.5863401889801,-303.2814916049506,0.0001,82200,200.0,,,,,,5.5784154,7.726294
411,0.0001,490.52720975875854,-305.09456855109863,0.0001,82400,200.0,,,,,,5.5632997,7.7675285
412,0.0001,491.4704692363739,-303.76611197041996,0.0001,82600,200.0,,,,,,5.5462794,7.895495
413,0.0001,492.4137406349182,-306.3629338106832,0.0001,82800,200.0,,,,,,5.5046997,7.7457204
414,0.0001,493.3587546348572,-302.94442401498657,0.0001,83000,200.0,,,,,,5.4739475,7.923634
415,0.0001,494.3589072227478,-299.5625970966559,0.0001,83200,200.0,,,,,,5.4241858,7.643373
416,0.0001,495.312846660614,-307.23791548510815,0.0001,83400,200.0,,,,,,5.5310693,7.530374
417,0.0001,496.2493748664856,-301.47601185246396,0.0001,83600,200.0,,,,,,5.4474874,7.668916
418,0.0001,497.19393825531006,-305.4316350723483,0.0001,83800,200.0,,,,,,5.483817,7.751007
419,0.0001,498.5584843158722,-304.87982511538127,0.0001,84000,200.0,,,,,,5.447116,7.6615477
420,0.0001,499.5377230644226,-308.28714387208595,0.0001,84200,200.0,,,,,,5.495022,7.506384
421,0.0001,500.4746367931366,-306.5150896581722,0.0001,84400,200.0,,,,,,5.440452,7.607138
422,0.0001,501.42007279396057,-301.56415898415287,0.0001,84600,200.0,,,,,,5.4897394,7.5789833
423,0.0001,502.35839080810547,-303.62553569395976,0.0001,84800,200.0,,,,,,5.487119,7.841693
424,0.0001,503.28449010849,-300.389821708664,0.0001,85000,200.0,,,,,,5.4307294,7.746252
425,0.0001,504.2272186279297,-302.08333202607787,0.0001,85200,200.0,,,,,,5.488183,7.5812964
426,0.0001,505.2161717414856,-307.5632274544617,0.0001,85400,200.0,,,,,,5.500327,7.707143
427,0.0001,506.1542181968689,-304.5061737189066,0.0001,85600,200.0,,,,,,5.512945,7.5177417
428,0.0001,507.09984731674194,-309.43626017302955,0.0001,85800,200.0,,,,,,5.472598,7.7490206
429,0.0001,508.0313594341278,-307.5709728447062,0.0001,86000,200.0,,,,,,5.5074806,7.5590553
430,0.0001,508.96336817741394,-308.6514491818902,0.0001,86200,200.0,,,,,,5.5139155,7.76895
431,0.0001,509.9033579826355,-308.72966077830165,0.0001,86400,200.0,,,,,,5.439322,7.7401276
432,0.0001,510.8867304325104,-309.3683128325328,0.0001,86600,200.0,,,,,,5.486765,7.651803
433,0.0001,511.8309907913208,-300.415133298201,0.0001,86800,200.0,,,,,,5.5135884,7.553091
434,0.0001,512.7784531116486,-304.89267067386345,0.0001,87000,200.0,,,,,,5.5720844,7.5518703
435,0.0001,513.7278730869293,-303.617681602042,0.0001,87200,200.0,,,,,,5.4967604,7.751382
436,0.0001,514.6702523231506,-306.50406671231684,0.0001,87400,200.0,,,,,,5.509574,7.789658
437,0.0001,515.6316494941711,-306.8598333039252,0.0001,87600,200.0,,,,,,5.5255904,7.700091
438,0.0001,516.6104023456573,-294.90594087121224,0.0001,87800,200.0,,,,,,5.4474854,7.8368406
439,0.0001,518.153192281723,-302.24110346740235,0.0001,88000,200.0,,,,,,5.4917145,7.686515
440,0.0001,519.0992250442505,-300.2369846027449,0.0001,88200,200.0,,,,,,5.5627484,7.7309194
441,0.0001,520.1003003120422,-294.4928296028778,0.0001,88400,200.0,,,,,,5.5779433,7.769176
442,0.0001,521.0560486316681,-305.9024650417045,0.0001,88600,200.0,,,,,,5.5871334,7.6598034
443,0.0001,522.0464255809784,-309.5079033905229,0.0001,88800,200.0,,,,,,5.602881,7.84705
444,0.0001,523.0299696922302,-306.0502467466729,0.0001,89000,200.0,,,,,,5.5404954,7.7297406
445,0.0001,523.993170261383,-310.41601262114693,0.0001,89200,200.0,,,,,,5.519022,7.8080597
446,0.0001,525.0290689468384,-310.0487686468575,0.0001,89400,200.0,,,,,,5.5719776,7.8666143
447,0.0001,526.0504040718079,-303.61748988715175,0.0001,89600,200.0,,,,,,5.538306,7.8810053
448,0.0001,527.0707030296326,-301.5520474240117,0.0001,89800,200.0,,,,,,5.628047,7.630925
449,0.0001,528.0567178726196,-306.1297998787962,0.0001,90000,200.0,,,,,,5.5476494,7.7824078
450,0.0001,529.088769197464,-307.42661566190753,0.0001,90200,200.0,,,,,,5.520382,7.8463044
451,0.0001,530.0598821640015,-303.4288370204771,0.0001,90400,200.0,,,,,,5.484031,7.9266357
452,0.0001,531.0234134197235,-309.3677623477652,0.0001,90600,200.0,,,,,,5.5094337,7.7254267
453,0.0001,532.0121891498566,-307.6390157943164,0.0001,90800,200.0,,,,,,5.5501842,7.7433567
454,0.0001,533.0412502288818,-304.0319225009049,0.0001,91000,200.0,,,,,,5.483863,7.875616
455,0.0001,534.0021295547485,-302.48547207150807,0.0001,91200,200.0,,,,,,5.535634,7.6349154
456,0.0001,534.9450948238373,-305.23809464760853,0.0001,91400,200.0,,,,,,5.5754795,7.9443617
457,0.0001,535.9298250675201,-300.97569533466753,0.0001,91600,200.0,,,,,,5.578186,7.7767677
458,0.0001,536.9041166305542,-308.99636075893176,0.0001,91800,200.0,,,,,,5.5832067,7.8536897
459,0.0001,537.8670735359192,-298.7566127560482,0.0001,92000,200.0,,,,,,5.502725,7.9061294
460,0.0001,538.8163239955902,-307.0482162992758,0.0001,92200,200.0,,,,,,5.5442266,7.90448
461,0.0001,539.7720417976379,-306.16831859191694,0.0001,92400,200.0,,,,,,5.539745,7.803935
462,0.0001,540.8156917095184,-306.94904813823723,0.0001,92600,200.0,,,,,,5.52899,7.742887
463,0.0001,541.789192199707,-295.63087380030726,0.0001,92800,200.0,,,,,,5.5758433,7.8283257
464,0.0001,542.7801291942596,-305.92089105800795,0.0001,93000,200.0,,,,,,5.5790277,7.908761
465,0.0001,543.7238879203796,-311.24100260242767,0.0001,93200,200.0,,,,,,5.5721974,7.671082
466,0.0001,544.6689176559448,-307.3632754964703,0.0001,93400,200.0,,,,,,5.632908,7.834246
467,0.0001,545.6150829792023,-307.3979329949475,0.0001,93600,200.0,,,,,,5.5747986,8.103261
468,0.0001,546.5607295036316,-299.35980004982116,0.0001,93800,200.0,,,,,,5.638769,7.807862
469,0.0001,547.4992773532867,-305.4176433684097,0.0001,94000,200.0,,,,,,5.60658,7.8575325
470,0.0001,548.5145833492279,-304.0339859829567,0.0001,94200,200.0,,,,,,5.571692,8.067712
471,0.0001,549.5817868709564,-308.1219516199248,0.0001,94400,200.0,,,,,,5.480116,8.045077
472,0.0001,550.6009962558746,-306.83510527027977,0.0001,94600,200.0,,,,,,5.5240674,7.854463
473,0.0001,551.6339280605316,-302.1137736205265,0.0001,94800,200.0,,,,,,5.6307416,7.816844
474,0.0001,552.6031258106232,-300.4167692023066,0.0001,95000,200.0,,,,,,5.5547876,7.5899744
475,0.0001,553.5806922912598,-305.7265308452938,0.0001,95200,200.0,,,,,,5.573432,7.8830857
476,0.0001,554.5955345630646,-302.20761968827054,0.0001,95400,200.0,,,,,,5.541395,7.922989
477,0.0001,555.5791387557983,-304.31120892111545,0.0001,95600,200.0,,,,,,5.5681853,7.8381214
478,0.0001,556.5995168685913,-303.90761935456385,0.0001,95800,200.0,,,,,,5.5400014,7.89463
479,0.0001,557.5860815048218,-306.65481308462563,0.0001,96000,200.0,,,,,,5.633499,7.712402
480,0.0001,558.996086359024,-308.9629649673922,0.0001,96200,200.0,,,,,,5.5711236,7.8786097
481,0.0001,559.9370129108429,-305.59778202765233,0.0001,96400,200.0,,,,,,5.572989,7.926909
482,0.0001,560.9100561141968,-312.04335590979775,0.0001,96600,200.0,,,,,,5.493029,7.9626746
483,0.0001,561.8818907737732,-306.8442811269534,0.0001,96800,200.0,,,,,,5.4939837,7.794496
484,0.0001,562.8645310401917,-305.7054360464026,0.0001,97000,200.0,,,,,,5.53216,7.6870513
485,0.0001,563.8601505756378,-309.096861288454,0.0001,97200,200.0,,,,,,5.541507,7.6183815
486,0.0001,565.2586560249329,-307.5463560495448,0.0001,97400,200.0,,,,,,5.569746,7.8868194
487,0.0001,566.2418353557587,-300.79892764255806,0.0001,97600,200.0,,,,,,5.6059527,7.6703553
488,0.0001,567.6708538532257,-308.49462765639123,0.0001,97800,200.0,,,,,,5.5186324,7.943532
489,0.0001,568.6217794418335,-301.55521307757846,0.0001,98000,200.0,,,,,,5.5603137,7.792749
490,0.0001,569.6200942993164,-302.91472288467537,0.0001,98200,200.0,,,,,,5.549817,7.7957478
