actor_lr,critic_lr,rollout/return,epoch,time_elapsed,rollout/ep_steps,total_rollout_steps
0.0001,0.0001,-182.0,76,196.0232493877411,200.0,15400,,,,,,,0.24502489,-8.084566
0.0001,0.0001,-122.0,77,199.0186755657196,200.0,15600,,,,,,,0.24687754,-7.957495
0.0001,0.0001,-194.0,78,202.0592029094696,200.0,15800,,,,,,,0.26982266,-7.836298
0.0001,0.0001,-200.0,79,205.08105850219727,200.0,16000,,,,,,,0.24179497,-7.68255
0.0001,0.0001,-192.0,80,208.09899806976318,200.0,16200,,,,,,,0.24979484,-7.482649
0.0001,0.0001,-194.0,81,210.80843806266785,200.0,16400,,,,,,,0.31182182,-7.432585
0.0001,0.0001,-200.0,82,213.55194330215454,200.0,16600,,,,,,,0.27484986,-7.267961
0.0001,0.0001,-148.0,83,216.2761960029602,200.0,16800,,,,,,,0.27220538,-7.0892615
0.0001,0.0001,-200.0,84,218.99700665473938,200.0,17000,,,,,,,0.2498372,-6.9890437
0.0001,0.0001,-168.0,85,221.7645981311798,200.0,17200,,,,,,,0.23171076,-6.8691115
0.0001,0.0001,-196.0,86,224.7579939365387,200.0,17400,,,,,,,0.26705298,-6.6799736
0.0001,0.0001,-200.0,87,227.4689486026764,200.0,17600,,,,,,,0.2766977,-6.5563
0.0001,0.0001,-200.0,88,230.3224802017212,200.0,17800,,,,,,,0.29772246,-6.431129
0.0001,0.0001,-192.0,89,233.34842014312744,200.0,18000,,,,,,,0.2684922,-6.268387
0.0001,0.0001,-200.0,90,236.3926603794098,200.0,18200,,,,,,,0.2783861,-6.143542
0.0001,0.0001,-190.0,91,239.48262667655945,200.0,18400,,,,,,,0.2563071,-5.997618
0.0001,0.0001,12.0,92,242.55478763580322,200.0,18600,,,,,,,0.2592788,-5.890489
0.0001,0.0001,-200.0,93,245.61267018318176,200.0,18800,,,,,,,0.3110025,-5.6854877
0.0001,0.0001,-194.0,94,248.34768176078796,200.0,19000,,,,,,,0.27755457,-5.7417436
0.0001,0.0001,-194.0,95,251.06252264976501,200.0,19200,,,,,,,0.29306224,-5.5944457
0.0001,0.0001,-200.0,96,253.79992961883545,200.0,19400,,,,,,,0.28498197,-5.5265417
0.0001,0.0001,-200.0,97,256.5350692272186,200.0,19600,,,,,,,0.30928254,-5.286444
0.0001,0.0001,-194.0,98,259.5796275138855,200.0,19800,,,,,,,0.34871304,-5.221505
0.0001,0.0001,-200.0,99,262.58697843551636,200.0,20000,,,,,,,0.3274457,-5.2016735
0.0001,0.0001,-200.0,100,265.5985655784607,200.0,20200,,,,,,,0.31920382,-5.0010653
0.0001,0.0001,-200.0,101,268.60722279548645,200.0,20400,,,,,,,0.31704932,-4.769082
0.0001,0.0001,-188.0,102,271.61736536026,200.0,20600,,,,,,,0.33596838,-4.6521635
0.0001,0.0001,-200.0,103,274.6332354545593,200.0,20800,,,,,,,0.35496402,-4.4759417
0.0001,0.0001,-170.0,104,277.38625144958496,200.0,21000,,,,,,,0.37492535,-4.560221
0.0001,0.0001,-174.0,105,280.40829038619995,200.0,21200,,,,,,,0.40418136,-4.370308
0.0001,0.0001,-198.0,106,283.4266674518585,200.0,21400,,,,,,,0.34499568,-4.2484956
0.0001,0.0001,-200.0,107,286.4619755744934,200.0,21600,,,,,,,0.34495583,-4.1903877
0.0001,0.0001,-200.0,108,289.48023414611816,200.0,21800,,,,,,,0.36389327,-4.15476
0.0001,0.0001,-200.0,109,292.49700593948364,200.0,22000,,,,,,,0.36284634,-3.8704004
0.0001,0.0001,-196.0,110,295.52352643013,200.0,22200,,,,,,,0.339775,-3.6682415
0.0001,0.0001,-196.0,111,298.5532042980194,200.0,22400,,,,,,,0.40338543,-3.7449768
0.0001,0.0001,-198.0,112,301.56391763687134,200.0,22600,,,,,,,0.38915208,-3.5773075
0.0001,0.0001,-200.0,113,304.56140398979187,200.0,22800,,,,,,,0.40263045,-3.5129886
0.0001,0.0001,-190.0,114,307.57498049736023,200.0,23000,,,,,,,0.3860385,-3.2378542
0.0001,0.0001,-194.0,115,310.6361925601959,200.0,23200,,,,,,,0.39298087,-3.3861759
0.0001,0.0001,-192.0,116,313.5706012248993,200.0,23400,,,,,,,0.4153847,-3.198265
0.0001,0.0001,-198.0,117,316.6229565143585,200.0,23600,,,,,,,0.4503027,-2.8977528
0.0001,0.0001,-194.0,118,319.67671728134155,200.0,23800,,,,,,,0.4129237,-2.9915576
0.0001,0.0001,-200.0,119,322.4208483695984,200.0,24000,,,,,,,0.41617906,-2.7197385
0.0001,0.0001,-200.0,120,325.43193340301514,200.0,24200,,,,,,,0.42278394,-2.7348452
0.0001,0.0001,-194.0,121,328.5586459636688,200.0,24400,,,,,,,0.4201592,-2.578493
0.0001,0.0001,-200.0,122,331.75700545310974,200.0,24600,,,,,,,0.396071,-2.6034634
0.0001,0.0001,-180.0,123,334.800589799881,200.0,24800,,,,,,,0.41875336,-2.3165183
0.0001,0.0001,-200.0,124,337.9574091434479,200.0,25000,,,,,,,0.40583774,-2.482074
0.0001,0.0001,-200.0,125,341.017858505249,200.0,25200,,,,,,,0.42197663,-2.1885717
0.0001,0.0001,-200.0,126,344.0633473396301,200.0,25400,,,,,,,0.43848193,-2.119357
0.0001,0.0001,-200.0,127,347.00092363357544,200.0,25600,,,,,,,0.41352776,-2.090066
0.0001,0.0001,-200.0,128,350.02331352233887,200.0,25800,,,,,,,1.7045105,-2.3362765
0.0001,0.0001,-200.0,129,353.0265426635742,200.0,26000,,,,,,,2.6699433,-2.762809
0.0001,0.0001,-200.0,130,356.0108151435852,200.0,26200,,,,,,,2.6904495,-3.1646338
0.0001,0.0001,-200.0,131,358.9881384372711,200.0,26400,,,,,,,2.6479762,-3.7247674
0.0001,0.0001,-200.0,132,361.9686191082001,200.0,26600,,,,,,,2.2322326,-3.692587
0.0001,0.0001,-200.0,133,365.0157506465912,200.0,26800,,,,,,,1.5532645,-3.920091
0.0001,0.0001,-200.0,134,367.9992620944977,200.0,27000,,,,,,,0.9923198,-3.8294282
0.0001,0.0001,-200.0,135,371.00911474227905,200.0,27200,,,,,,,0.7503412,-3.9589622
0.0001,0.0001,-200.0,136,374.0273461341858,200.0,27400,,,,,,,0.5608918,-4.0734825
0.0001,0.0001,-200.0,137,377.0426688194275,200.0,27600,,,,,,,0.4880268,-4.1266823
0.0001,0.0001,-200.0,138,380.0718638896942,200.0,27800,,,,,,,0.45155147,-4.195195
0.0001,0.0001,-200.0,139,383.090637922287,200.0,28000,,,,,,,0.41993114,-4.130797
0.0001,0.0001,-200.0,140,386.078804731369,200.0,28200,,,,,,,0.3590802,-4.130459
0.0001,0.0001,-200.0,141,389.02518367767334,200.0,28400,,,,,,,0.33739412,-4.2459774
0.0001,0.0001,-200.0,142,391.9980638027191,200.0,28600,,,,,,,0.29528022,-4.1119823
0.0001,0.0001,-902.0,143,394.80113339424133,200.0,28800,,,,,,,0.3533671,-3.965332
0.0001,0.0001,-200.0,144,397.75340008735657,200.0,29000,,,,,,,0.37819535,-4.1121297
0.0001,0.0001,-200.0,145,400.7787883281708,200.0,29200,,,,,,,0.37186757,-3.8225324
0.0001,0.0001,-200.0,146,403.76526069641113,200.0,29400,,,,,,,0.34554327,-3.7359257
0.0001,0.0001,-200.0,147,406.55606150627136,200.0,29600,,,,,,,0.32379478,-3.7349403
0.0001,0.0001,-200.0,148,409.25042819976807,200.0,29800,,,,,,,0.35916808,-3.5856783
0.0001,0.0001,-200.0,149,411.9444622993469,200.0,30000,,,,,,,0.34175262,-3.3743105
0.0001,0.0001,-200.0,150,414.62094593048096,200.0,30200,,,,,,,0.324782,-3.4464505
0.0001,0.0001,-200.0,151,417.2926125526428,200.0,30400,,,,,,,0.31883332,-3.162338
0.0001,0.0001,-200.0,152,420.30747175216675,200.0,30600,,,,,,,0.3476549,-3.2159142
0.0001,0.0001,-200.0,153,423.3215832710266,200.0,30800,,,,,,,0.33866352,-3.1513686
0.0001,0.0001,-200.0,154,426.3423590660095,200.0,31000,,,,,,,0.32412475,-2.873509
0.0001,0.0001,-200.0,155,429.3477883338928,200.0,31200,,,,,,,0.34190154,-2.6837223
0.0001,0.0001,-200.0,156,432.352383852005,200.0,31400,,,,,,,0.32879406,-2.6833925
0.0001,0.0001,-200.0,157,435.2888720035553,200.0,31600,,,,,,,0.32865086,-2.6538556
0.0001,0.0001,-200.0,158,438.29263734817505,200.0,31800,,,,,,,0.31349048,-2.3369818
0.0001,0.0001,-200.0,159,441.3332738876343,200.0,32000,,,,,,,0.3694194,-2.2561865
0.0001,0.0001,-200.0,160,444.331246137619,200.0,32200,,,,,,,0.3082822,-2.2195017
0.0001,0.0001,-200.0,161,447.3019139766693,200.0,32400,,,,,,,0.29080358,-2.1697686
0.0001,0.0001,-200.0,162,450.27461862564087,200.0,32600,,,,,,,0.2971258,-2.0369222
0.0001,0.0001,-200.0,163,453.2201066017151,200.0,32800,,,,,,,0.32280293,-1.9313475
0.0001,0.0001,-200.0,164,456.23975920677185,200.0,33000,,,,,,,0.31659162,-1.9394361
0.0001,0.0001,-200.0,165,459.26134181022644,200.0,33200,,,,,,,0.27649182,-1.5443699
0.0001,0.0001,-200.0,166,462.27649545669556,200.0,33400,,,,,,,0.31676507,-1.7138302
0.0001,0.0001,-200.0,167,465.3010470867157,200.0,33600,,,,,,,0.35110041,-1.4265257
0.0001,0.0001,-200.0,168,468.2772617340088,200.0,33800,,,,,,,0.3748984,-1.4036576
0.0001,0.0001,-200.0,169,471.2382423877716,200.0,34000,,,,,,,0.31035876,-1.3646055
0.0001,0.0001,-200.0,170,474.2183723449707,200.0,34200,,,,,,,0.30137765,-1.0865018
0.0001,0.0001,-200.0,171,477.20791935920715,200.0,34400,,,,,,,0.31024718,-1.1113706
0.0001,0.0001,-200.0,172,480.1841526031494,200.0,34600,,,,,,,0.30683514,-0.90391
0.0001,0.0001,-200.0,173,483.16351222991943,200.0,34800,,,,,,,0.29693192,-0.45675468
0.0001,0.0001,-200.0,174,486.138281583786,200.0,35000,,,,,,,0.30206212,-0.66626084
0.0001,0.0001,-200.0,175,489.1340744495392,200.0,35200,,,,,,,0.34188035,-0.9417255
0.0001,0.0001,-200.0,176,492.15506744384766,200.0,35400,,,,,,,0.31998283,-0.312636
0.0001,0.0001,-200.0,177,495.16635727882385,200.0,35600,,,,,,,0.32595167,-0.34157503
0.0001,0.0001,-200.0,178,498.20830035209656,200.0,35800,,,,,,,0.3034503,-0.062486354
0.0001,0.0001,-200.0,179,501.2226309776306,200.0,36000,,,,,,,0.31414688,-0.23710611
0.0001,0.0001,-200.0,180,504.21839141845703,200.0,36200,,,,,,,0.32859242,-0.14009255
0.0001,0.0001,-200.0,181,507.24206018447876,200.0,36400,,,,,,,0.3168359,-0.06512439
0.0001,0.0001,-200.0,182,510.236230134964,200.0,36600,,,,,,,0.34551838,-0.04596113
0.0001,0.0001,-200.0,183,513.2258384227753,200.0,36800,,,,,,,0.3269125,0.2843613
0.0001,0.0001,-200.0,184,516.1944456100464,200.0,37000,,,,,,,0.33018237,0.39612114
0.0001,0.0001,-200.0,185,519.20179271698,200.0,37200,,,,,,,0.33352023,0.5971848
0.0001,0.0001,-200.0,186,522.2092833518982,200.0,37400,,,,,,,0.31947795,0.6639693
0.0001,0.0001,-200.0,187,525.2238833904266,200.0,37600,,,,,,,0.31973827,0.71886945
0.0001,0.0001,-200.0,188,528.235184431076,200.0,37800,,,,,,,0.3135471,0.6501639
0.0001,0.0001,-461.0,189,531.2083902359009,200.0,38000,,,,,,,0.38394916,1.1454959
0.0001,0.0001,-200.0,190,534.1949446201324,200.0,38200,,,,,,,0.3479652,1.0051637
0.0001,0.0001,-200.0,191,537.19828748703,200.0,38400,,,,,,,0.31722385,1.0543691
0.0001,0.0001,-461.0,192,540.1556825637817,200.0,38600,,,,,,,0.38233045,1.2321613
0.0001,0.0001,-200.0,193,543.1583502292633,200.0,38800,,,,,,,0.33652365,1.3625467
0.0001,0.0001,-200.0,194,546.1398861408234,200.0,39000,,,,,,,0.34296188,1.4229437
0.0001,0.0001,-200.0,195,549.1602470874786,200.0,39200,,,,,,,0.3238808,1.6274462
0.0001,0.0001,-200.0,196,552.1557760238647,200.0,39400,,,,,,,0.3675335,1.499796
0.0001,0.0001,-52.0,197,555.163872718811,200.0,39600,,,,,,,0.3290862,1.7773392
0.0001,0.0001,-200.0,198,558.1596183776855,200.0,39800,,,,,,,0.34522668,1.9503555
0.0001,0.0001,-200.0,199,561.1647944450378,200.0,40000,,,,,,,0.39169016,2.2918298
0.0001,0.0001,-200.0,200,564.1634929180145,200.0,40200,,,,,,,0.35621345,2.3216548
,,,200,,,,0.11276603145337229,,40200,,0.05501370705188933,0.05501370705188933,,
0.0001,0.0001,-200.0,201,571.9630737304688,200.0,40400,,,,,,,0.37832284,2.5007813
0.0001,0.0001,-902.0,202,574.8556981086731,200.0,40600,,,,,,,0.43865433,2.0641546
0.0001,0.0001,-200.0,203,577.8652234077454,200.0,40800,,,,,,,0.4061998,2.5076907
0.0001,0.0001,-200.0,204,580.8554911613464,200.0,41000,,,,,,,0.41984814,2.8038404
0.0001,0.0001,-200.0,205,583.8594686985016,200.0,41200,,,,,,,0.35478917,2.2749026
0.0001,0.0001,-902.0,206,586.826548576355,200.0,41400,,,,,,,0.4269041,2.8165913
0.0001,0.0001,-200.0,207,589.8147869110107,200.0,41600,,,,,,,0.45246217,2.7248445
0.0001,0.0001,-200.0,208,592.8104691505432,200.0,41800,,,,,,,0.4499395,2.908495
0.0001,0.0001,-200.0,209,595.7970366477966,200.0,42000,,,,,,,0.43271923,2.7369905
0.0001,0.0001,-200.0,210,598.7860581874847,200.0,42200,,,,,,,0.47941712,3.1903727
0.0001,0.0001,-200.0,211,601.776937007904,200.0,42400,,,,,,,0.45009106,3.097132
0.0001,0.0001,-200.0,212,604.756635427475,200.0,42600,,,,,,,0.43861482,3.1004355
0.0001,0.0001,-200.0,213,607.7500622272491,200.0,42800,,,,,,,0.41014647,3.514533
0.0001,0.0001,-200.0,214,610.7213635444641,200.0,43000,,,,,,,0.4000534,3.642271
0.0001,0.0001,-200.0,215,613.7156705856323,200.0,43200,,,,,,,0.4285913,3.958317
0.0001,0.0001,-200.0,216,616.7514612674713,200.0,43400,,,,,,,0.42081824,3.923439
0.0001,0.0001,-200.0,217,619.7167563438416,200.0,43600,,,,,,,0.44553143,4.0952125
0.0001,0.0001,-200.0,218,622.7154114246368,200.0,43800,,,,,,,0.44931456,3.9334948
0.0001,0.0001,-200.0,219,625.7120757102966,200.0,44000,,,,,,,0.47319388,4.142316
0.0001,0.0001,-200.0,220,628.6972389221191,200.0,44200,,,,,,,0.5024937,4.3712144
0.0001,0.0001,-200.0,221,631.7040197849274,200.0,44400,,,,,,,0.41311595,4.328437
0.0001,0.0001,-200.0,222,634.6940922737122,200.0,44600,,,,,,,0.4485441,4.4511557
0.0001,0.0001,-200.0,223,637.7008504867554,200.0,44800,,,,,,,0.41900718,4.4691534
0.0001,0.0001,-200.0,224,640.7352130413055,200.0,45000,,,,,,,0.44856966,4.428987
0.0001,0.0001,-200.0,225,643.7000939846039,200.0,45200,,,,,,,0.44702685,4.865014
0.0001,0.0001,-200.0,226,646.673779964447,200.0,45400,,,,,,,0.45117953,5.0543413
0.0001,0.0001,-200.0,227,649.6261978149414,200.0,45600,,,,,,,0.48600587,4.825102
0.0001,0.0001,-200.0,228,652.5858769416809,200.0,45800,,,,,,,0.4717089,4.6760316
0.0001,0.0001,-200.0,229,655.616621017456,200.0,46000,,,,,,,0.41187167,4.5772505
0.0001,0.0001,-200.0,230,658.6215891838074,200.0,46200,,,,,,,0.41952133,5.320803
0.0001,0.0001,-32.0,231,661.6604931354523,200.0,46400,,,,,,,0.43246314,4.70582
0.0001,0.0001,-194.0,232,664.7024414539337,200.0,46600,,,,,,,0.4765757,5.044251
0.0001,0.0001,-200.0,233,667.7393157482147,200.0,46800,,,,,,,0.44113362,5.352392
0.0001,0.0001,-188.0,234,670.769809961319,200.0,47000,,,,,,,0.45604122,4.698076
0.0001,0.0001,-182.0,235,673.8217375278473,200.0,47200,,,,,,,0.4656854,4.907201
0.0001,0.0001,-200.0,236,676.7947549819946,200.0,47400,,,,,,,0.43558165,5.616629
0.0001,0.0001,-196.0,237,679.7041301727295,200.0,47600,,,,,,,0.46129543,5.2411714
